fecha,agente,demanda,respaldo,ventas,expuesto
2025-08-31,QIEC,10.09415679,16.74523581,4.910327519999999,-1.7407515000000018
2025-08-31,RPEC,0.0288662,0.0,0.0,0.0288662
2025-08-31,RTQC,10.962997099999999,37.47265453,25.5182644,-0.9913930299999976
2025-08-31,SCEC,0.44441375,1.95164453,0.6202506,-0.8869801800000001
2025-08-31,SOEC,45.43297785,46.71730497,1.28432712,0.0
2025-08-31,TENC,2.9340524,2.674392,0.0,0.2596604
2025-08-31,TPLC,3.31633859,6.6369692,3.17256679,-0.14806381999999996
2025-08-31,TRPC,0.00911872,0.27846245000000003,0.0,-0.26934373
2025-08-31,VESC,0.31545252,0.62886168,0.0,-0.31340915999999996
2025-08-31,VICC,0.08554951,0.0,0.0,0.08554951
2025-09-30,ASCC,2.50061058,2.50061058,0.0,0.0
2025-09-30,BCCC,0.00039670000000000005,1.60811626,0.0,-1.60771956
2025-09-30,BEIC,0.6084535999999999,1.0806408,0.36,-0.11218720000000015
2025-09-30,BIAC,44.35699097,63.80042054,19.0002384,-0.44319116999999864
2025-09-30,CASC,47.2315288,47.94246869999999,0.0,-0.7109398999999925
2025-09-30,CBNC,5.5756638700000005,5.06319665,0.0,0.5124672200000004
2025-09-30,CDNC,68.77517717999999,68.90314864,0.0,-0.12797146000001192
2025-09-30,CEOC,62.85724896,57.56763332,2.22768,7.51729564
2025-09-30,CETC,18.554648649999997,18.554648649999997,0.0,0.0
2025-09-30,CHCC,87.9310783,76.23108256,0.0,11.699995739999991
2025-09-30,CHVC,33.51579582,40.1661816,0.0,-6.650385780000001
2025-09-30,CMMC,786.3163452,698.15999645,2.4999984,90.65634714999999
2025-09-30,CMXC,29.56657237,25.64386316,0.0,3.9227092100000007
2025-09-30,CNSC,157.07484745,105.65483128,0.0,51.42001617
2025-09-30,CQTC,25.49983959,27.0155594,0.0,-1.5157198100000002
2025-09-30,CSIC,843.89226783,682.87468777,0.0,161.01758006
2025-09-30,DLRC,0.43151694,1.36571634,1.1952,0.2610006
2025-09-30,DRUC,26.504690080000003,24.63846853,0.0,1.8662215500000023
2025-09-30,EBPC,7.528350639999999,7.96734106,0.0,-0.43899042000000055
2025-09-30,EBSC,81.19158406,53.93680651,0.0,27.25477755
2025-09-30,EDPC,22.48711892,23.746220609999998,0.0,-1.2591016899999978
2025-09-30,EDQC,40.11998896,34.08386522000001,0.0,6.036123739999994
2025-09-30,EEPC,75.88661548,85.41194515000001,14.733832029999999,5.208502359999997
2025-09-30,EGVC,7.27125139,7.945485920000001,0.0,-0.6742345300000014
2025-09-30,EMEC,2.13503609,2.1448721,0.0,-0.00983601000000034
2025-09-30,EMIC,279.46097922,255.76457398,0.0,23.69640524000002
2025-09-30,EMPC,1.3708779,1.0669959,0.0,0.303882
2025-09-30,EMSC,108.20169852,99.47939373999999,0.0,8.722304780000002
2025-09-30,ENBC,9.14675981,28.448863199999998,0.0,-19.30210339
2025-09-30,ENDC,1297.48030959,1187.77561801,0.0,109.70469157999992
2025-09-30,ENIC,27.82685309,24.63732084,0.0,3.189532249999999
2025-09-30,EPMC,1053.62739801,944.1050244500001,0.0,109.52237355999989
2025-09-30,EPSC,351.8263281,360.98385975,0.0,-9.15753165000001
2025-09-30,EPTC,6.9448295,14.92637774,5.48051672,-2.5010315199999997
2025-09-30,ESOC,0.45643495,0.45643495,0.0,0.0
2025-09-30,ESSC,204.66830736000003,156.12163596000002,0.0,48.54667140000001
2025-09-30,ESVC,0.35111719,0.42814515999999997,0.0,-0.07702796999999995
2025-09-30,ETTC,48.936944340000004,48.77735891,0.0,0.15958543000000702
2025-09-30,EVSC,1.14604286,1.1138052,0.0,0.03223766000000006
2025-09-30,EXEC,16.58198286,16.21817265,0.0,0.36381021000000047
2025-09-30,EXIC,13.0426733,9.7345381,1.14747092,4.455606120000001
2025-09-30,FERC,7.23637664,36.01685579,24.368440309999997,-4.412038840000005
2025-09-30,FREC,6.9356697,5.700002400000001,0.0,1.2356672999999994
2025-09-30,GAPC,6.284943,4.854357,0.0,1.430586
2025-09-30,GECC,334.89073749,292.88502237,0.0,42.00571511999999
2025-09-30,GNCC,147.19002652,200.16867775999998,58.815641119999995,5.836989880000033
2025-09-30,GNYC,1.96023706,12.637261689999999,10.82061541,0.14359078000000203
2025-09-30,GSAC,0.0018384500000000002,0.0,0.0,0.0018384500000000002
2025-09-30,HIMC,0.98226563,0.046685700000000004,0.0,0.93557993
2025-09-30,HLAC,76.54819090000001,94.35292215999999,0.0,-17.804731259999983
2025-09-30,ISGC,335.75552847,392.88,0.0,-57.124471529999994
2025-09-30,ITLC,13.31873901,15.685413000000002,3.0457213199999997,0.6790473299999977
2025-09-30,LESC,3.27493823,8.0250744,5.88394385,1.1338076800000003
2025-09-30,NEUC,41.96487302,71.46838505,24.79034391,-4.713168119999992
2025-09-30,PEEC,0.22800232999999998,30.4190268,28.39176,-1.7992644700000007
2025-09-30,QIEC,25.59741782,43.0432161,12.77429916,-4.67149912
2025-09-30,RPEC,0.15162885,0.0,0.0,0.15162885
2025-09-30,RTQC,27.701181390000002,93.63118001000001,65.38325248000001,-0.5467461399999962
2025-09-30,SCEC,1.22500582,5.015904849999999,1.5340707,-2.2568283299999994
2025-09-30,SOEC,112.9909413,116.20175909999999,3.2108177999999996,1.4210854715202004e-14
2025-09-30,TENC,7.36839259,6.86268,0.0,0.5057125899999999
2025-09-30,TPLC,8.19772156,16.247563369999998,8.18931433,0.13947252000000177
2025-09-30,TRPC,0.031551760000000005,0.72811449,0.0,-0.6965627299999999
2025-09-30,VESC,0.68132019,1.5979589999999997,0.0,-0.9166388099999997
2025-09-30,VICC,0.23470147,0.0,0.0,0.23470147
2025-10-31,ASCC,2.61855021,2.61855021,0.0,0.0
2025-10-31,BCCC,0.0006421799999999999,1.49015399,0.0,-1.48951181
2025-10-31,BEIC,0.63131647,1.08333096,0.372,-0.08001448999999994
2025-10-31,BIAC,45.653212630000006,67.71526771,18.41937168,-3.6426833999999957
2025-10-31,CASC,47.36565403,48.935232590000005,0.0,-1.5695785600000036
2025-10-31,CBNC,5.6544000599999995,5.22387341,0.0,0.4305266499999991
2025-10-31,CDNC,71.24248492,71.52139337999999,0.0,-0.2789084599999967
2025-10-31,CEOC,63.926155130000005,60.31116869,2.301936,5.9169224400000076
2025-10-31,CETC,18.08476752,18.09944754,0.0,-0.014680020000000127
2025-10-31,CHCC,90.33582909,76.92244513,0.0,13.413383960000004
2025-10-31,CHVC,32.882096940000004,41.50505432,0.0,-8.622957379999995
2025-10-31,CMMC,780.08972981,714.7511202100001,2.5000036800000003,67.83861327999989
2025-10-31,CMXC,32.80442288,25.272498289999998,0.0,7.531924589999999
2025-10-31,CNSC,157.5364764,109.25638006,0.0,48.28009634
2025-10-31,CQTC,26.67665986,26.85437809,0.0,-0.17771822999999998
2025-10-31,CSIC,821.17633416,727.9264083300001,0.0,93.24992582999994
2025-10-31,DLRC,0.43218804,1.64939178,1.23504,0.017836259999999937
2025-10-31,DRUC,27.499897920000002,25.78384769,0.0,1.7160502300000005
2025-10-31,EBPC,8.07535784,8.68846261,0.0,-0.6131047699999996
2025-10-31,EBSC,84.57593466,57.10944106,0.0,27.4664936
2025-10-31,EDPC,23.00078504,23.47274614,0.0,-0.47196110000000147
2025-10-31,EDQC,40.59962277,34.77933207,0.0,5.820290700000001
2025-10-31,EEPC,76.07453954,86.72681195999999,13.374904429999999,2.7226320100000123
2025-10-31,EGVC,7.553206009999999,8.271755279999999,0.0,-0.7185492699999996
2025-10-31,EMEC,1.87913467,1.99862067,0.0,-0.11948599999999998
2025-10-31,EMIC,276.10735685000003,255.06976464,0.0,21.037592210000042
2025-10-31,EMPC,1.40686995,1.1025624299999999,0.0,0.30430752000000005
2025-10-31,EMSC,112.32972998000001,102.21502922,0.0,10.114700760000005
2025-10-31,ENBC,9.50449791,28.73053464,0.0,-19.226036729999997
2025-10-31,ENDC,1337.7310914500001,1260.24707723,0.0,77.48401422000006
2025-10-31,ENIC,28.24602752,25.51348974,0.0,2.7325377799999977
2025-10-31,EPMC,1076.79981381,971.90990631,0.0,104.88990749999994
2025-10-31,EPSC,351.79643926,362.47128636,0.0,-10.674847100000022
2025-10-31,EPTC,7.251437719999999,33.38593684,24.077134469999997,-2.057364650000004
2025-10-31,ESOC,0.4884867,0.4884867,0.0,0.0
2025-10-31,ESSC,205.51441643,159.35017756,0.0,46.16423887000002
2025-10-31,ESVC,0.36248009999999997,0.43726659,0.0,-0.07478649000000004
2025-10-31,ETTC,50.40555329,49.97835386,0.0,0.4271994300000017
2025-10-31,EVSC,1.20223446,1.14115384,0.0,0.06108061999999981
2025-10-31,EXEC,16.90871697,17.21169024,0.0,-0.30297326999999896
2025-10-31,EXIC,14.33332141,12.282105,2.82306321,4.874279620000001
2025-10-31,FERC,7.48412776,37.566290359999996,18.82573595,-11.256426649999998
2025-10-31,FREC,7.323937559999999,5.8800031200000005,0.0,1.4439344399999987
2025-10-31,GAPC,6.224373519999999,5.016168899999999,0.0,1.20820462
2025-10-31,GECC,356.71595182,317.32404223000003,0.0,39.391909589999955
2025-10-31,GNCC,149.27078839,200.9784813,59.5646549,7.856961990000002
2025-10-31,GNYC,1.92483775,12.38887718,10.519491449999999,0.055452019999998825
2025-10-31,GSAC,0.0048718,0.148412,0.0,-0.14354019999999998
2025-10-31,HIMC,0.99468095,0.04824189,0.0,0.94643906
2025-10-31,HLAC,88.49581154,92.98695951,0.0,-4.49114797
2025-10-31,ISGC,343.88606229000004,404.88,0.0,-60.993937709999955
2025-10-31,ITLC,13.83323836,16.44143666,3.00000144,0.3918031400000004
2025-10-31,LESC,3.7982825499999997,8.292576879999999,6.011512730000001,1.5172184000000009
2025-10-31,NEUC,43.150541600000004,70.73625115,22.619821759999997,-4.9658877899999965
2025-10-31,PEEC,0.23938033000000003,31.432994360000002,29.338152,-1.8554620300000018
2025-10-31,QIEC,26.16585784,44.4222151,12.93241341,-5.323943849999999
2025-10-31,RPEC,0.27273277,0.0,0.0,0.27273277
2025-10-31,RTQC,29.21549448,95.46136523,66.03192651,-0.21394423999998935
2025-10-31,SCEC,1.21978239,5.1925680199999995,1.588379,-2.3844066299999995
2025-10-31,SOEC,102.4051016,105.72294665999999,3.3178450600000002,0.0
2025-10-31,TENC,7.5114737400000005,6.993569,0.0,0.5179047400000005
2025-10-31,TPLC,8.38878495,16.70222356,7.64776233,-0.6656762799999996
2025-10-31,TRPC,0.01611554,0.76326187,0.0,-0.74714633
2025-10-31,VESC,2.56678236,2.80265814,0.0,-0.2358757800000002
2025-10-31,VICC,0.24173153,0.0,0.0,0.24173153
2025-11-30,ASCC,2.52457124,2.52457124,0.0,0.0
2025-11-30,BCCC,2.593e-05,1.4077303300000001,0.49334981,-0.9143545900000001
2025-11-30,BEIC,0.6393384,1.0806408,0.36,-0.08130240000000011
2025-11-30,BIAC,44.29303728,58.30600328,16.2995184,2.286552400000005
2025-11-30,CASC,47.25927887,47.58246869999999,0.0,-0.3231898299999898
2025-11-30,CBNC,5.17101548,4.90999724,0.0,0.2610182400000003
2025-11-30,CDNC,68.33577235,73.65263048,0.0,-5.31685813
2025-11-30,CEOC,61.94989629,58.997266620000005,2.22768,5.18030967
2025-11-30,CETC,17.95471636,17.95471636,0.0,0.0
2025-11-30,CHCC,87.68047609999999,76.93908659,0.0,10.74138950999999
2025-11-30,CHVC,31.90061094,40.1661816,0.0,-8.265570660000002
2025-11-30,CMMC,778.14839718,722.7941937300001,2.4999984,57.85420184999987
2025-11-30,CMXC,31.11158631,22.525424079999997,0.0,8.586162230000003
2025-11-30,CNSC,151.1461315,107.39276557,0.0,43.75336593
2025-11-30,CQTC,26.81296559,25.72945648,0.0,1.0835091100000014
2025-11-30,CSIC,835.74392761,777.1925333400001,0.0,58.551394269999946
2025-11-30,DLRC,0.39564463,1.74289578,1.1952,-0.1520511499999999
2025-11-30,DRUC,27.85352041,24.06174521,0.0,3.7917752
2025-11-30,EBPC,7.856462690000001,8.27713867,0.0,-0.4206759799999986
2025-11-30,EBSC,81.04902951999999,56.080790619999995,0.0,24.968238899999996
2025-11-30,EDPC,22.22571869,21.48141055,0.0,0.7443081400000011
2025-11-30,EDQC,39.61655873,33.151310970000004,0.0,6.465247759999997
2025-11-30,EEPC,73.92191719,81.74161061,8.529332929999999,0.7096395100000024
2025-11-30,EGVC,7.5294719599999995,7.9733155700000005,0.0,-0.44384361000000094
2025-11-30,EMEC,1.8372546,2.1390055,0.0,-0.30175090000000004
2025-11-30,EMIC,264.55779635,247.83462612,0.0,16.723170229999994
2025-11-30,EMPC,1.4073418100000001,1.0669959,0.0,0.34034591000000014
2025-11-30,EMSC,110.36520841,97.04947788,0.0,13.315730529999996
2025-11-30,ENBC,9.5700627,28.448863199999998,0.0,-18.878800499999997
2025-11-30,ENDC,1305.64071632,1225.0079034100002,0.0,80.63281290999976
2025-11-30,ENIC,27.510471260000003,24.5585788,0.0,2.9518924600000034
2025-11-30,EPMC,1047.21905482,926.28733613,0.0,120.93171869000014
2025-11-30,EPSC,342.82521589,353.51164589,0.0,-10.68643000000003
2025-11-30,EPTC,7.2151244199999995,30.22668485,15.6645084,-7.34705203
2025-11-30,ESOC,0.46189144,0.46189144,0.0,0.0
2025-11-30,ESSC,201.52962159999998,155.170799,0.0,46.358822599999996
2025-11-30,ESVC,0.36255698999999997,0.42304195,0.0,-0.06048496000000003
2025-11-30,ETTC,48.17838934,47.511532200000005,0.0,0.6668571399999976
2025-11-30,EVSC,1.18285502,1.1037432,0.0,0.07911182000000005
2025-11-30,EXEC,16.34116934,17.43265632,0.0,-1.091486979999999
2025-11-30,EXIC,9.418566689999999,12.679078449999999,3.22367897,-0.03683279000000006
2025-11-30,FERC,7.41327847,35.95048946,20.74415064,-7.7930603499999975
2025-11-30,FREC,6.97347142,5.700002400000001,0.0,1.2734690199999994
2025-11-30,GAPC,5.68037388,4.854357,0.0,0.8260168800000001
2025-11-30,GECC,366.7854933,312.6091098,0.0,54.176383499999986
2025-11-30,GNCC,145.46391727000002,184.86491980000002,53.78445592,14.38345339
2025-11-30,GNYC,1.85294776,12.41443541,10.628079029999999,0.06659137999999842
2025-11-30,GSAC,0.05062876,0.0,0.0,0.05062876
2025-11-30,HIMC,0.96531042,0.046685700000000004,0.0,0.91862472
2025-11-30,HLAC,75.60962735,82.27552073000001,0.0,-6.665893380000014
2025-11-30,ISGC,318.29473545999997,388.56,0.0,-70.26526454000003
2025-11-30,ITLC,13.598885529999999,16.585413,3.0000024,0.013474930000000995
2025-11-30,LESC,3.7718349,8.0250744,4.8639363,0.6106968000000013
2025-11-30,NEUC,42.83293134,69.43966406999999,23.72540372,-2.8813290099999875
2025-11-30,PEEC,0.18586284,30.4190268,28.39176,-1.841403960000001
2025-11-30,QIEC,25.698533480000002,42.864872950000006,13.011648220000001,-4.154691249999999
2025-11-30,RPEC,0.58382873,0.0,0.0,0.58382873
2025-11-30,RTQC,29.170533009999996,93.10147452,61.28162546,-2.649316049999996
2025-11-30,SCEC,1.21607258,4.81457941,1.566328,-2.0321788300000003
2025-11-30,SOEC,112.4014081,115.61222590000001,3.2108177999999996,-1.4210854715202004e-14
2025-11-30,TENC,7.2906314000000005,6.71502,0.0,0.5756114000000006
2025-11-30,TPLC,7.93643564,15.82603508,7.63734157,-0.2522578700000011
2025-11-30,TRPC,0.01633374,1.01479441,0.0,-0.9984606699999999
2025-11-30,VESC,1.87841882,3.3920803999999998,0.0,-1.5136615799999997
2025-11-30,VICC,0.24301754,0.0,0.0,0.24301754
2025-12-31,ASCC,2.5746523,2.5746523,0.0,0.0
2025-12-31,BCCC,0.00056937,1.50130773,1.50130773,0.0005693700000000135
2025-12-31,BEIC,0.64515936,1.0000029599999998,0.455328,0.10048440000000025
2025-12-31,BIAC,43.39801704,28.85390264,27.85540229,42.39951669
2025-12-31,CASC,49.51702702,31.51759739,17.143545600000003,35.14297523000001
2025-12-31,CBNC,3.89939081,2.2976267000000004,1.54139148,3.1431555899999992
2025-12-31,CDNC,73.56481292000001,34.08327908,30.40309667,69.88463051000001
2025-12-31,CEOC,65.66709709,47.43314768,16.574265009999998,34.808214420000006
2025-12-31,CETC,18.63324106,12.17727365,6.45641127,12.91237868
2025-12-31,CHCC,91.09707891,41.627349020000004,35.69867848999999,85.16840837999999
2025-12-31,CHVC,30.250706469999997,30.451781320000002,3.732645,3.531570149999993
2025-12-31,CMMC,806.83507028,563.07111736,217.45134311,461.21529603
2025-12-31,CMXC,25.76714893,20.120143719999998,4.10725467,9.754259880000003
2025-12-31,CNSC,145.09246907,82.19298559,25.756200890000002,88.65568436999999
2025-12-31,CQTC,29.93258382,19.73123625,7.32330318,17.524650750000003
2025-12-31,CSIC,829.5009400299999,609.71495086,190.92794123,410.71393039999987
2025-12-31,DLRC,0.36091094,1.75135368,1.2660842700000001,-0.12435847
2025-12-31,DRUC,28.27124973,20.088,5.18794194,13.371191670000002
2025-12-31,EBPC,8.85640796,7.13284549,0.39387142999999997,2.117433900000001
2025-12-31,EBSC,85.47864981000001,48.6741573,10.34767537,47.152167880000015
2025-12-31,EDPC,23.53156848,19.22091798,2.84339843,7.154048930000002
2025-12-31,EDQC,41.58577422,22.02254858,13.24729455,32.81052019
2025-12-31,EEPC,76.41311715,48.78860597,45.80811179,73.43262297000001
2025-12-31,EGVC,8.33460259,3.354052,2.9999995799999994,7.980550169999999
2025-12-31,EMEC,1.9820251899999999,2.2532844300000003,0.14855362,-0.12270562000000051
2025-12-31,EMIC,271.61047557,133.01055348,124.03523059999999,262.63515269
2025-12-31,EMPC,1.5823196000000002,1.1025624299999999,0.0,0.4797571700000003
2025-12-31,EMSC,117.9290767,50.888942369999995,34.2295082,101.26964253
2025-12-31,ENBC,10.22291006,8.730326640000001,4.848,6.340583419999998
2025-12-31,ENDC,1312.9092793099999,778.7262369,441.13866938,975.3217117899999
2025-12-31,ENIC,28.58987385,21.03531421,0.0,7.554559640000001
2025-12-31,EPMC,1067.56877971,604.35851832,288.30457267,751.5148340599999
2025-12-31,EPSC,351.71082865,240.70414659,121.91471254000001,232.92139460000004
2025-12-31,EPTC,7.889917769999999,33.54889172,17.1313855,-8.52758845
2025-12-31,ESOC,0.50121852,0.50121852,0.0,0.0
2025-12-31,ESSC,208.19795137,87.50709223999999,77.43822669,198.12908582000003
2025-12-31,ESVC,0.38171827,0.43687083000000004,0.0,-0.05515256000000002
2025-12-31,ETTC,47.9859841,43.58758211,4.03345994,8.431861930000004
2025-12-31,EVSC,1.27431958,1.1703488400000002,0.0,0.10397073999999984
2025-12-31,EXEC,16.56665903,17.17948741,0.0,-0.6128283799999998
2025-12-31,EXIC,8.91013098,11.250006449999999,4.874725,2.5348495300000007
2025-12-31,FERC,8.39359658,39.58210716,22.23961132,-8.948899259999997
2025-12-31,FREC,7.140198099999999,2.976,2.90400312,7.06820122
2025-12-31,GAPC,5.47334498,2.976,2.0401689,4.53751388
2025-12-31,GECC,383.36077862,175.83983267000002,114.83524347,322.35618942
2025-12-31,GNCC,146.75297926,152.56120045,89.96828887999999,84.16006768999998
2025-12-31,GNYC,1.9858501899999998,13.73520146,11.63563999,-0.11371128000000219
2025-12-31,GSAC,0.007743,0.0,0.0,0.007743
2025-12-31,HIMC,1.01159893,0.04824189,0.0,0.9633570399999999
2025-12-31,HLAC,83.09310187999999,61.75213519,20.42664307,41.76760975999999
2025-12-31,ISGC,315.09301089999997,403.56,0.0,-88.46698910000003
2025-12-31,ITLC,13.8332688,15.97917126,4.26575496,2.119852500000002
2025-12-31,LESC,3.31261354,7.92057688,5.985283610000001,1.3773202700000011
2025-12-31,NEUC,43.793636920000004,52.93599557,32.82516168,23.682803030000002
2025-12-31,PEEC,0.15085694,41.25974636,19.5114,-21.597489420000002
2025-12-31,QIEC,26.96259345,42.49641585,16.08434082,0.5505184200000031
2025-12-31,RPEC,0.11748773000000001,0.0,0.0,0.11748773000000001
2025-12-31,RTQC,29.632934669999997,148.066251,34.80843602,-83.62488031
2025-12-31,SCEC,1.11485544,3.74182911,1.2281960600000001,-1.3987776099999998
2025-12-31,SOEC,111.21921247,112.60504453,5.249858059999999,3.8640259999999955
2025-12-31,TENC,7.6088130099999995,5.2824,1.743967,4.07038001
2025-12-31,TPLC,7.93963339,16.26945629,8.94335995,0.6135370499999979
2025-12-31,TRPC,0.028895209999999998,1.19727378,0.0,-1.16837857
2025-12-31,VESC,2.47217966,3.05878488,0.26396713,-0.3226380899999999
2025-12-31,VICC,0.25051825,0.0,0.0,0.25051825
2026-01-31,ASCC,2.83357578,2.83357578,0.0,0.0
2026-01-31,BCCC,6.916000000000001e-05,1.49447154,1.49447154,6.916000000001254e-05
2026-01-31,BEIC,2.05637702,3.1181932800000003,0.372,-0.6898162600000002
2026-01-31,BIAC,44.36279161,53.29469225,7.9607171999999995,-0.9711834399999972
2026-01-31,CASC,49.76615486,39.63984539,0.0,10.126309470000002
2026-01-31,CBNC,4.91202729,5.21998428,0.0,-0.3079569900000001
2026-01-31,CDNC,71.33729158,97.87933301999999,29.16670929,2.6246678500000087
2026-01-31,CEOC,69.41082741,62.54517325,0.0,6.865654159999998
2026-01-31,CETC,18.42096412,18.42096412,0.0,0.0
2026-01-31,CHCC,90.42258457,81.68339114999999,0.0,8.739193420000007
2026-01-31,CHVC,35.963265039999996,40.59752932,0.0,-4.634264280000004
2026-01-31,CMMC,826.48609896,809.56325364,6.220003679999999,23.14284900000007
2026-01-31,CMXC,20.03293023,22.83114445,0.0,-2.7982142199999984
2026-01-31,CNSC,141.92185656,125.03666533,0.0,16.885191230000004
2026-01-31,CQTC,27.76043343,21.02827727,0.0,6.732156159999999
2026-01-31,CSIC,813.3299968099999,687.10101154,0.0,126.22898526999995
2026-01-31,DLRC,0.33205484,1.86,1.59631368,0.06836851999999993
2026-01-31,DRUC,27.98410807,28.2872546,0.0,-0.30314652999999936
2026-01-31,EBPC,7.89788076,7.76861672,0.0,0.1292640399999998
2026-01-31,EBSC,83.2727667,80.79375118,0.0,2.4790155200000044
2026-01-31,EDPC,22.903716550000002,7.82436923,0.0,15.079347320000002
2026-01-31,EDQC,41.180333409999996,34.8602311,0.0,6.320102309999996
2026-01-31,EEPC,75.41524803,77.31756886,14.278285890000001,12.375965060000013
2026-01-31,EGVC,7.61416688,8.54907583,0.0,-0.9349089499999996
2026-01-31,EMEC,2.01441417,2.6497746699999998,0.0,-0.6353605
2026-01-31,EMIC,266.5721649,243.62870325999998,0.0,22.943461640000038
2026-01-31,EMPC,1.5154186200000002,0.9537624299999999,0.0,0.5616561900000002
2026-01-31,EMSC,114.98209431999999,93.90255151000001,0.0,21.079542809999978
2026-01-31,ENBC,10.37647842,9.81651456,0.0,0.5599638599999999
2026-01-31,ENDC,1220.13915654,1176.94966056,0.0,43.18949597999995
2026-01-31,ENIC,27.7442298,16.38477095,0.0,11.35945885
2026-01-31,EPMC,1058.97880724,906.36659117,0.0,152.61221606999993
2026-01-31,EPSC,355.34547864,362.83465006,0.0,-7.489171419999991
2026-01-31,EPTC,7.1343215099999995,32.146396870000004,27.74613266,2.7340572999999964
2026-01-31,ESOC,0.4235891,0.0,0.0,0.4235891
2026-01-31,ESSC,205.80053569,146.34412551999998,0.0,59.45641017000003
2026-01-31,ESVC,0.37563197,0.34509749,0.0,0.030534479999999975
2026-01-31,ETTC,48.497570259999996,47.78037828,0.0,0.7171919799999955
2026-01-31,EVSC,1.26208047,1.2048108400000002,0.0,0.05726962999999974
2026-01-31,EXEC,16.60103051,17.83999873,0.0,-1.2389682200000003
